sn2008bo-20080403-z.flm      -10.200000      -8913.7891       447.62296
sn2008bo-20080406-z.flm      -7.2000000      -8095.2876       543.51721
sn2008bo-20080410-z.flm      -3.2000000      -8862.1406       514.68170
sn2008bo-20080412-z.flm      -1.2000000      -7584.6729       864.81195
sn2008bo-20080429-z.flm       15.800000      -5332.0132       367.10995
sn2008bo-20080504-z.flm       20.800000      -4725.4990       767.44257
sn2008bo-20080508-z.flm       24.800000      -4691.5264       1356.9724
sn2008bo-20080514-z.flm       30.800000      -4678.5464       430.24164
sn2008bo-20080528-z.flm       44.800000      -4429.4263       572.44513
sn2008bo-20080606-z.flm       53.800000      -4608.9087       337.10825
sn2008bo-20080730-mmt-z.flm       107.30000      -4834.9639       392.50311
