sn2003jd-20031028-z-bl.flm      -3.6000000      -18538.750       2124.8376
sn2003jd-20031029-z-bl.flm      -2.6000000      -17488.816       1183.4591
sn2003jd-20031030-z-bl.flm      -1.6000000      -17029.145       1244.7700
sn2003jd-20031031-z-bl.flm     -0.60000000      -18180.771       2732.1890
sn2003jd-20031101-z-bl.flm      0.40000000      -16722.197       1555.6604
sn2003jd-20031119-z-bl.flm       18.400000      -14583.936       2116.9902
sn2003jd-20031120-z-bl.flm       19.400000      -13408.211       3021.9978
sn2003jd-20031121-z-bl.flm       20.400000      -8729.9531       3799.6316
sn2003jd-20031122-z-bl.flm       21.400000      -10399.560       3282.8508
sn2003jd-20031123-z-bl.flm       22.400000      -14121.949       2420.6565
sn2003jd-20031124-z-bl.flm       23.400000      -12351.767       3757.5229
sn2003jd-20031127-z-bl.flm       26.400000      -11645.619       3476.6206
sn2003jd-20031128-z-bl.flm       27.400000      -7513.6631       3515.8838
sn2003jd-20031204-z-bl.flm       33.400000      -11911.650       3314.9268
sn2003jd-20031217-z-bl.flm       46.400000      -6697.6133       5287.9443
sn2003jd-20031218-z-bl.flm       47.400000      -9521.4961       2935.7209
sn2003jd-20031219-mmt-z-bl.flm       48.400000      -11858.529       1260.0758
sn2003jd-20031220-mmt-z-bl.flm       49.400000      -11489.131       1672.7223
sn2003jd-20031220-z-bl.flm       49.400000      -8543.1934       3036.3892
sn2003jd-20031222-z-bl.flm       51.400000      -9356.5840       3615.1765
sn2003jd-20031225-z-bl.flm       54.400000      -9517.7754       2437.2485
