sn2008D-20080120.266-blue-10A-dered-z.flm      -9.0000000      -13092.926       426.35718
sn2008D-20080121.222-br-10A-dered-z-bl.flm      -8.0080000      -11803.101       942.63837
2008D_20080125_3140_5426_00-z-bl.flm      -4.0000000      -10744.224       2118.8689
2008D_20080131_3001_9133_00-z-bl.flm       2.0000000      -9152.9424       464.88318
sn2008D-20080201.348-dered-z-bl.flm       3.1180000      -9144.4443       640.39856
sn2008D-20080202.443-brhi-10A-dered-z-bl.flm       4.2130000      -9086.5420       376.95547
2008D_20080203_2862_9401_00-z-bl.flm       5.0000000      -8464.8057       371.06781
SN2008D_20080206_BTA-z-bl.dat       8.8000000      -8379.7510       466.86047
sn2008D-20080209.123-mmt-dered-z.flm       10.893000      -7487.7627       553.04919
sn2008D-20080211.179-mmt-dered-z.flm       12.949000      -7108.6270       430.86032
sn2008D-20080212.430-lris-dered-z-bl.flm       14.200000      -7207.5303       379.38257
sn2008D-20080216.355-ui-10A-dered-z-bl.flm       18.125000      -6868.7158       633.96094
2008D_20080217_3003_9129_00-z.flm       19.000000      -6678.9043       658.90527
2008D_20080225_3009_9129_00-z.flm       27.000000      -6240.2969       471.98767
sn2008D-20080228.374-br-dered-z-bl.flm       30.144000      -6266.3511       1053.7738
2008D_20080301_3001_9126_00-z-bl.flm       33.000000      -6231.7603       906.74030
sn2008D-20080310.234-br-dered-z-bl.flm       41.004000      -5956.1851       401.74792
2008D_20080318_3027_9126_00-z-bl.flm       49.000000      -6290.2729       951.83746
sn2008D-20080401-mmt-z-bl.flm       62.600000      -5969.9458       451.59641
