sn1993J-19930412-final-z.flm      -5.5000000      -8039.8271       251.60315
sn1993J-19930413-final-z.flm      -4.5000000      -7727.5073       348.85916
sn1993J-19930414-final-z.flm      -3.5000000      -7571.3706       344.05246
sn1993J-19930415-final-z.flm      -2.5000000      -7452.5049       365.58249
sn1993J-19930428-blue-final-z.flm       10.500000      -5674.8994       323.69174
sn1993J-19930429-blue-final-z.flm       11.500000      -5652.7085       297.07986
sn1993J-19930430-final-z.flm       12.500000      -5660.1050       260.21646
sn1993J-19930511-final-z.flm       23.500000      -5084.6055       347.35797
sn1993J-19930517-final-z.flm       29.500000      -5033.0195       160.64040
sn1993J-19930522-final-z.flm       34.500000      -4981.4424       495.47906
sn1993J-19930618-final-z.flm       61.500000      -4819.6616       498.70462
sn1993J-19930624-final-z.flm       67.500000      -4627.9219       226.41473
