sn2008ax-20080308-z.flm      -16.000000      -11806.302       602.59735
sn2008ax-20080309-z.flm      -15.000000      -11763.733       461.16531
sn2008ax-20080311-z.flm      -13.000000      -11342.931       540.55951
sn2008ax-20080312-z.flm      -12.000000      -10878.190       510.33151
sn2008ax-20080313-z.flm      -11.000000      -10564.281       464.47394
sn2008ax-20080314-z.flm      -10.000000      -10631.747       381.53894
sn2008ax-20080315-z.flm      -9.0000000      -10490.990       330.79092
sn2008ax-20080316-z.flm      -8.0000000      -10251.716       339.37625
sn2008ax-20080330-z.flm       6.0000000      -6118.4092       368.82587
sn2008ax-20080401-z.flm       8.0000000      -5421.2139       413.45972
sn2008ax-20080402-mmt-z.flm       9.0000000      -5223.7031       435.48477
sn2008ax-20080402-z.flm       9.0000000      -5413.8799       386.39453
sn2008ax-20080405-z.flm       12.000000      -4762.7153       417.33633
sn2008ax-20080408-z.flm       15.000000      -4237.7314       486.50500
sn2008ax-20080409-z.flm       16.000000      -4264.7451       546.32611
sn2008ax-20080412-z.flm       19.000000      -4295.0249       408.95447
sn2008ax-20080416-z.flm       23.000000      -4199.7129       411.16446
sn2008ax-20080501-z.flm       38.000000      -3617.9458       590.34003
sn2008ax-20080508-z.flm       45.000000      -3589.4929       580.20636
sn2008ax-20080530-z.flm       67.000000      -4032.2061       579.21228
sn2008ax-20080606-mmt-z.flm       74.000000      -4212.0649       379.18707
sn2008ax-20080612-z.flm       80.000000      -4497.0527       488.56812
