sn2006aj-20060223-mmt-z-bl.flm      -5.2000000      -27209.180       2227.2244
vlt_2006_02_23_z0-z-bl.flm      -5.0000000      -27416.158       2443.5029
sn2006aj-20060225-z-bl.flm      -3.2000000      -24627.797       1820.0166
vlt_2006_02_25_z0-z-bl.flm      -3.0000000      -24463.238       1068.0500
sn2006aj-20060226-mmt-z-bl.flm      -2.2000000      -25280.441       1592.1608
vlt_2006_02_26_z0-z-bl.flm      -2.0000000      -24164.406       1130.9227
sn2006aj-20060227-z-bl.flm      -1.2000000      -24448.947       2699.7046
vlt_2006_02_27_z0-z-bl.flm      -1.0000000      -24366.916       1009.9886
sn2006aj-20060228-z-bl.flm     -0.20000000      -23231.402       3685.2527
vlt_2006_02_28_z0-z-bl.flm       0.0000000      -23748.889       1672.8832
sn2006aj-20060302-mmt-z-bl.flm       1.8000000      -21905.508       2550.7458
vlt_2006_03_02_z0-z-bl.flm       2.0000000      -23448.898       1153.5363
sn2006aj-20060303-mmt-z-bl.flm       2.8000000      -23052.697       1757.0515
vlt_2006_03_03_z0-z-bl.flm       3.0000000      -22926.227       1387.9211
vlt_2006_03_04_z0-z-bl.flm       4.0000000      -21717.699       1707.3701
vlt_2006_03_05_z0-z-bl.flm       5.0000000      -18052.383       3763.3828
vlt_2006_03_06_z0-z-bl.flm       6.0000000      -21835.303       3110.4150
vlt_2006_03_08_z0-z-bl.flm       8.0000000      -16167.172       990.51611
vlt_2006_03_09_z0-z-bl.flm       9.0000000      -16995.107       2046.2216
vlt_2006_03_10_z0-z-bl.flm       10.000000      -17679.248       2148.9622
