sn2004aw-20040321-z.flm      -5.7000000      -18630.453       3688.3938
sn2004aw-20040323-z.flm      -3.7000000      -18551.178       2810.9275
sn2004aw-20040324-z.flm      -2.7000000      -19238.408       3431.5398
sn2004aw-20040325-z.flm      -1.7000000      -16520.182       4688.9604
sn2004aw-20040326-z.flm     -0.70000000      -17250.473       1895.3979
sn2004aw-20040327-z.flm      0.30000000      -12780.129       2874.2185
sn2004aw-20040328-z.flm       1.3000000      -12609.282       2014.3795
sn2004aw-20040329-z.flm       2.3000000      -16105.365       8017.4717
sn2004aw-20040330-z.flm       3.3000000      -12453.587       1260.2422
sn2004aw_Ic-norm_3.1_z.dat       3.1000000      -12005.385       1045.7656
sn2004aw_Ic-norm_3.6_z.dat       3.6000000      -12457.678       866.26080
sn2004aw_Ic-norm_5.3_z.dat       5.3000000      -11424.462       1029.6659
sn2004aw_Ic-norm_12.2_z.dat       12.200000      -8747.3584       982.51422
sn2004aw-20040414-z.flm       18.300000      -8115.6309       2287.3225
sn2004aw_Ic-norm_18.1_z.dat       18.100000      -8329.3145       1147.0753
sn2004aw_Ic-norm_19.1_z.dat       19.100000      -8901.4375       1251.5056
sn2004aw-20040417-z.flm       21.300000      -9480.8887       2618.3191
sn2004aw_Ic-norm_23_z.dat       23.000000      -8410.3350       1668.9474
sn2004aw_Ic-norm_24.9_z.dat       24.900000      -7337.0708       1154.0697
sn2004aw-20040422-z.flm       26.300000      -6784.5962       3086.0547
sn2004aw-20040426-z.flm       30.300000      -8188.7095       1936.6505
sn2004aw_Ic-norm_31.9_z.dat       31.900000      -8604.4355       2935.5317
sn2004aw-20040512-z.flm       46.300000      -6567.3091       1364.2100
sn2004aw-20040514-z.flm       48.300000      -6449.0605       2626.2026
