sn1999dn-19990825-z.flm      -2.3000000      -10495.044       968.92108
sn1999dn-19990828-z.flm      0.80000000      -10046.688       739.13629
sn1999dn-19990831-z.flm       3.8000000      -7990.0317       1430.2330
sn1999dn-19990903-z.flm       6.8000000      -8316.9990       451.95297
sn1999dn-19990909-z.flm       12.500000      -6819.1602       414.64743
sn1999dn-19990910-ui-z.flm       13.500000      -5274.7026       1355.4465
sn1999dn-19990914-z.flm       17.500000      -5563.8340       749.73657
sn1999dn-19990917-clear-ui-z.flm       20.500000      -4975.3447       583.09052
sn1999dn-19991008-ui-z.flm       41.500000      -5180.7651       722.42877
sn1999dn-19991103-4-z.flm       67.500000      -5562.8579       712.51123
