sn1984L-19840830-z.flm       8.0000000      -7694.7319       369.96552
sn1984L-19840831-z.flm       9.0000000      -7665.6528       440.58069
sn1984L-19840903-z.flm       12.000000      -5926.7515       683.85779
sn1984L-19840904-z.flm       13.000000      -6030.0698       489.59158
sn1984L-19840919-z.flm       28.000000      -4031.3784       660.67920
sn1984L-19840923-z.flm       32.000000      -3837.0913       581.79572
sn1984L-19840928-z.flm       37.000000      -3786.1279       425.40521
sn1984L-19840929-z.flm       38.000000      -3897.0076       529.93176
sn1984L-19840930-z.flm       39.000000      -3575.2417       702.65137
sn1984L-19841018-z-bl.flm       57.000000      -3267.4766       484.81479
sn1984L-19841031-z.flm       70.000000      -3599.7722       445.80923
sn1984L-19841101-z.flm       71.000000      -3812.3508       550.45343
