sn1983V_Ic-norm_-9_V_z.dat      -9.0000000      -18364.383       971.16309
sn1983V_Ic-norm_-7_V_z.dat      -7.0000000      -19490.590       1139.8806
sn1983V_Ic-norm_-4_V_z.dat      -4.0000000      -19275.127       882.46991
sn1983V_Ic-norm_4_V_z.dat       4.0000000      -11844.468       937.69250
sn1983V_Ic-norm_11.9_V_z.dat       11.900000      -10321.560       458.78427
sn1983V_Ic-norm_12.9_V_z.dat       12.900000      -9977.4443       395.93619
sn1983V_Ic-norm_13.9_V_z.dat       13.900000      -10031.000       425.85202
sn1983V_Ic-norm_14.9_V_z.dat       14.900000      -9890.2393       539.67773
sn1983V_Ic-norm_15.9_V_z.dat       15.900000      -9462.7344       527.70148
sn1983V_Ic-norm_16.9_V_z.dat       16.900000      -9300.3770       510.67294
sn1983V_Ic-norm_17.9_V_z.dat       17.900000      -9138.5635       551.97449
sn1983V_Ic-norm_37.8_V_z.dat       37.800000      -8973.1123       675.29913
