sn2007C-20070109-z-bl.flm      -5.7100000      -10340.710       2032.8671
sn2007C-20070110-z-bl.flm      -4.7100000      -10714.146       1322.9435
sn2007c-20070113.685-br-z-bl.flm      -1.0000000      -8758.6543       791.62891
sn2007C-20070114-z-bl.flm     -0.71000000      -9284.0693       1038.1157
sn2007C-20070116-z-bl.flm       1.2900000      -8558.5215       1109.3082
sn2007C-20070122-z-bl.flm       7.2900000      -6632.6621       1487.5242
sn2007c-20070126.560-ui-z-bl.flm       11.900000      -5727.1875       727.63245
sn2007c-20070218.453-ui-z-bl.flm       13.800000      -4303.5723       1672.2623
sn2007C-20070212-z-bl.flm       28.290000      -4564.5171       1714.2367
sn2007C-20070221-z-bl.flm       37.290000      -5702.5317       1219.2886
sn2007C-20070226-z-bl.flm       42.290000      -4248.7227       2543.2266
sn2007C-20070311-z-bl.flm       55.290000      -6459.4971       1840.5242
sn2007C-20070317-z-bl.flm       61.290000      -5605.1187       963.10492
sn2007c-20070318.486-br-z-bl.flm       62.800000      -5880.8545       785.20709
sn2007C-20070320-ldss3-z-bl.flm       64.290000      -5969.7017       652.24872
