      3618.27  1.17072e-18
      3620.99  1.23042e-18
      3622.80  1.40067e-18
      3625.51  1.53333e-18
      3627.32  1.67373e-18
      3630.03  1.44599e-18
      3632.75  1.45815e-18
      3634.55  1.61845e-18
      3637.27  1.61845e-18
      3639.08  1.66378e-18
      3641.79  1.64277e-18
      3643.60  1.56649e-18
      3646.31  1.50569e-18
      3649.03  1.79312e-18
      3650.84  1.60298e-18
      3653.55  1.63393e-18
      3655.36  1.69584e-18
      3658.07  1.69915e-18
      3660.79  1.68368e-18
      3662.60  1.37524e-18
      3665.31  1.34982e-18
      3667.12  8.70692e-19
      3669.83  7.64343e-19
      3671.64  6.74134e-19
      3674.36  8.03477e-19
      3677.07  7.58926e-19
      3678.88  1.13645e-18
      3681.59  1.36971e-18
      3683.40  1.45815e-18
      3686.11  1.51232e-18
      3688.83  1.28459e-18
      3690.64  1.16299e-18
      3693.35  7.93528e-19
      3695.16  9.97493e-19
      3697.87  9.36580e-19
      3699.68  8.80641e-19
      3702.40  1.00788e-18
      3705.11  1.17404e-18
      3706.92  1.46147e-18
      3709.63  1.60298e-18
      3711.44  1.50016e-18
      3714.16  1.58750e-18
      3716.87  1.55986e-18
      3718.68  1.50459e-18
      3721.39  1.39182e-18
      3723.20  1.22379e-18
      3725.92  1.36308e-18
      3727.73  1.35534e-18
      3730.44  1.38188e-18
      3733.15  1.29565e-18
      3734.96  1.46037e-18
      3737.68  1.59413e-18
      3739.48  1.63946e-18
      3742.20  1.46810e-18
      3744.91  1.36640e-18
      3746.72  1.47584e-18
      3749.43  1.40509e-18
      3751.24  1.32218e-18
      3753.96  1.29565e-18
      3755.77  1.46810e-18
      3758.48  1.64941e-18
      3761.19  1.43715e-18
      3763.00  1.14198e-18
      3765.72  7.52846e-19
      3767.53  7.54614e-19
      3770.24  8.65496e-19
      3772.95  7.32283e-19
      3774.76  1.00667e-18
      3777.48  1.36529e-18
      3779.29  1.77875e-18
      3782.00  1.83292e-18
      3784.71  1.88377e-18
      3786.52  1.99432e-18
      3789.24  1.77543e-18
      3791.04  1.39625e-18
      3793.76  1.14088e-18
      3795.57  1.22379e-18
      3798.28  1.11324e-18
      3801.00  9.81242e-19
      3802.80  1.23927e-18
      3805.52  1.59745e-18
      3807.33  1.72347e-18
      3810.04  1.47363e-18
      3812.75  1.48579e-18
      3814.56  1.86277e-18
      3817.28  2.00317e-18
      3819.09  1.81413e-18
      3821.80  1.86277e-18
      3823.61  2.08055e-18
      3826.32  1.88156e-18
      3829.04  1.72016e-18
      3830.85  1.41393e-18
      3833.56  1.64609e-18
      3835.37  1.94568e-18
      3838.08  2.10487e-18
      3840.80  2.43431e-18
      3842.61  2.46748e-18
      3845.32  2.62667e-18
      3847.13  2.40115e-18
      3849.84  1.92910e-18
      3851.65  1.35866e-18
      3854.36  9.20881e-19
      3857.08  8.70028e-19
      3858.89  7.08736e-19
      3861.60  7.17470e-19
      3863.41  8.62179e-19
      3866.12  1.11766e-18
      3868.84  1.31665e-18
      3870.65  1.15967e-18
      3873.36  1.22268e-18
      3875.17  1.39182e-18
      3877.88  1.58308e-18
      3879.69  1.64388e-18
      3882.41  1.62951e-18
      3885.12  1.57755e-18
      3886.93  1.61292e-18
      3889.64  1.36198e-18
      3891.45  7.64564e-19
      3894.17  5.49212e-19
      3896.88  4.73707e-19
      3898.69  3.70564e-19
      3901.40  1.87935e-19
      3903.21  2.62335e-19
      3905.93  6.67501e-19
      3908.64  6.83088e-19
      3910.45  6.69491e-19
      3913.16  7.58594e-19
      3914.97  6.95581e-19
      3917.68  4.79345e-19
      3919.49  2.10819e-19
      3922.21  1.67041e-19
      3924.92  3.40826e-19
      3926.73  4.81224e-19
      3929.44  3.77086e-19
      3931.25  6.16537e-19
      3933.97  9.00872e-19
      3936.68  1.04204e-18
      3938.49  9.85443e-19
      3941.20  9.73614e-19
      3943.01  1.22268e-18
      3945.73  8.29899e-19
      3947.54  4.51928e-19
      3950.25  4.42089e-19
      3952.96  3.53871e-19
      3954.77  1.17957e-19
      3957.49 -1.15856e-19
      3959.29  2.51501e-19
      3962.01  5.75081e-19
      3964.72  6.08688e-19
      3966.53  6.43622e-19
      3969.24  8.26030e-19
      3971.05  7.94523e-19
      3973.77  6.69491e-19
      3975.58  6.08025e-19
      3978.29  7.50745e-19
