sn1995bb 	0 	Ib/c 	0 	1560.15199900522 	-7005.55 	
sn1995F 	0 	Ib 	0 	2691.71844738635 	-11173.35 	
sn1997X 	0 	Ib 	0 	1930 	-8859.75 	
sn1998dt 	0 	Ib 	0 	1976.49517075049 	-6045.505 	
sn2001ai 	0 	Ib 	0 	1898.34640674456 	-10130.6 	
sn2001ej 	3 	Ib 	0 	2499.28355334084 	-8032.2 	
sn2002ji 	0 	Ib 	0 	0 	-8200.4 	
sn2004ao 	2 	Ib 	0 	2550.32911013461 	-8587 	
sn2004dk 	0 	Ib 	0 	2514.27254886975 	-10264.7 	
sn2004gq 	2 	Ib 	0 	1073.33339182194 	-9432.605 	
sn2004gv 	3 	Ib 	-8237.18 	1980.03000229795 	-8477.05 	
sn2005ar 	0 	Ib 	0 	2543.07815058838 	-8333.5 	
sn2005bf 	1 	Ib 	0 	0 	-8431.95 	
sn2006jc 	2 	Ib-n 	-6814.55 	0 0 
sn2007C 	1 	Ib 	-9608.81 	0 0 
sn2007uy 	1 	Ib-pec 	-7474.7 	0 0 
sn2008D 	1 	Ib 	-9344.76 	0 0 
